,Booking_date,Class_name,Member,Class Time
773,2021-10-18 (Monday),Push  (Push) (52476),14,18:00:00
774,2021-10-18 (Monday),Push  (Push) (52476),15,06:45:00
775,2021-10-18 (Monday),Push  (Push) (52476),17,08:45:00
776,2021-10-18 (Monday),Power  (Power) (52741),12,09:30:00
777,2021-10-19 (Tuesday),Push  (Push) (52476),13,11:30:00
778,2021-10-19 (Tuesday),PRIME (57332),5,15:45:00
779,2021-10-19 (Tuesday),Power  (Power) (52741),18,16:30:00
780,2021-10-19 (Tuesday),Power  (Power) (52741),20,05:15:00
781,2021-10-19 (Tuesday),Push  (Push) (52476),16,17:15:00
782,2021-10-19 (Tuesday),Push  (Push) (52476),17,06:00:00
783,2021-10-19 (Tuesday),PRIME (57332),2,06:45:00
784,2021-10-19 (Tuesday),Power  (Power) (52741),13,08:45:00
785,2021-10-19 (Tuesday),Push  (Push) (52476),14,09:30:00
786,2021-10-20 (Wednesday),Power  (Power) (52741),17,11:30:00
787,2021-10-20 (Wednesday),PRIME (57332),6,12:15:00
788,2021-10-20 (Wednesday),Push  (Push) (52476),12,16:30:00
789,2021-10-20 (Wednesday),Push  (Push) (52476),15,05:15:00
790,2021-10-20 (Wednesday),Power  (Power) (52741),9,17:15:00
791,2021-10-20 (Wednesday),Power  (Power) (52741),13,06:00:00
792,2021-10-20 (Wednesday),Push  (Push) (52476),11,18:00:00
793,2021-10-20 (Wednesday),Push  (Push) (52476),13,06:45:00
794,2021-10-20 (Wednesday),Push  (Push) (52476),16,08:45:00
795,2021-10-20 (Wednesday),Power  (Power) (52741),9,09:30:00
796,2021-10-21 (Thursday),Push  (Push) (52476),16,11:30:00
797,2021-10-21 (Thursday),Power  (Power) (52741),13,16:30:00
798,2021-10-21 (Thursday),Power  (Power) (52741),19,05:15:00
799,2021-10-21 (Thursday),Push  (Push) (52476),20,17:15:00
800,2021-10-21 (Thursday),Push  (Push) (52476),16,06:00:00
801,2021-10-21 (Thursday),PRIME (57332),1,06:45:00
802,2021-10-21 (Thursday),Power  (Power) (52741),14,08:45:00
803,2021-10-21 (Thursday),Push  (Push) (52476),7,09:30:00
804,2021-10-22 (Friday),Push  (Push) (52476),13,11:30:00
805,2021-10-22 (Friday),PRIME (57332),3,12:15:00
806,2021-10-22 (Friday),PRIME (57332),3,15:45:00
807,2021-10-22 (Friday),Power  (Power) (52741),12,16:30:00
808,2021-10-22 (Friday),Push  (Push) (52476),18,05:15:00
809,2021-10-22 (Friday),Push  (Push) (52476),7,17:15:00
810,2021-10-22 (Friday),Power  (Power) (52741),12,06:00:00
811,2021-10-22 (Friday),Push  (Push) (52476),16,06:45:00
812,2021-10-22 (Friday),Push  (Push) (52476),12,08:45:00
813,2021-10-22 (Friday),Power  (Power) (52741),13,09:30:00
814,2021-10-23 (Saturday),Perform (52617),6,06:45:00
815,2021-10-23 (Saturday),Push  (Push) (52476),16,08:00:00
816,2021-10-23 (Saturday),Power  (Power) (52741),10,09:30:00
817,2021-10-25 (Monday),Power  (Power) (52741),9,11:30:00
818,2021-10-25 (Monday),PRIME (57332),7,12:15:00
819,2021-10-25 (Monday),Push  (Push) (52476),18,16:30:00
820,2021-10-25 (Monday),Push  (Push) (52476),19,05:15:00
821,2021-10-25 (Monday),Power  (Power) (52741),13,17:15:00
822,2021-10-25 (Monday),Power  (Power) (52741),11,06:00:00
823,2021-10-25 (Monday),Push  (Push) (52476),13,18:00:00
824,2021-10-25 (Monday),Push  (Push) (52476),15,06:45:00
825,2021-10-25 (Monday),Push  (Push) (52476),13,08:45:00
826,2021-10-25 (Monday),Power  (Power) (52741),10,09:30:00
827,2021-10-26 (Tuesday),Push  (Push) (52476),13,11:30:00
828,2021-10-26 (Tuesday),PRIME (57332),1,15:45:00
829,2021-10-26 (Tuesday),Power  (Power) (52741),14,16:30:00
830,2021-10-26 (Tuesday),Power  (Power) (52741),17,05:15:00
831,2021-10-26 (Tuesday),Push  (Push) (52476),17,17:15:00
832,2021-10-26 (Tuesday),Push  (Push) (52476),19,06:00:00
833,2021-10-26 (Tuesday),PRIME (57332),4,18:00:00
834,2021-10-26 (Tuesday),PRIME (57332),1,06:45:00
835,2021-10-26 (Tuesday),Power  (Power) (52741),7,08:45:00
836,2021-10-26 (Tuesday),Push  (Push) (52476),17,09:30:00
837,2021-10-27 (Wednesday),Power  (Power) (52741),8,11:30:00
838,2021-10-27 (Wednesday),PRIME (57332),7,12:15:00
839,2021-10-27 (Wednesday),Push  (Push) (52476),15,16:30:00
840,2021-10-27 (Wednesday),Push  (Push) (52476),13,05:15:00
841,2021-10-27 (Wednesday),Power  (Power) (52741),12,17:15:00
842,2021-10-27 (Wednesday),Power  (Power) (52741),15,06:00:00
843,2021-10-27 (Wednesday),Push  (Push) (52476),14,18:00:00
844,2021-10-27 (Wednesday),Push  (Push) (52476),18,06:45:00
845,2021-10-27 (Wednesday),Push  (Push) (52476),14,08:45:00
846,2021-10-27 (Wednesday),Power  (Power) (52741),9,09:30:00
847,2021-10-28 (Thursday),Push  (Push) (52476),15,11:30:00
848,2021-10-28 (Thursday),Power  (Power) (52741),16,16:30:00
849,2021-10-28 (Thursday),Power  (Power) (52741),14,05:15:00
850,2021-10-28 (Thursday),Push  (Push) (52476),19,17:15:00
851,2021-10-28 (Thursday),Push  (Push) (52476),13,06:00:00
852,2021-10-28 (Thursday),PRIME (57332),2,06:45:00
853,2021-10-28 (Thursday),Power  (Power) (52741),15,08:45:00
854,2021-10-28 (Thursday),Push  (Push) (52476),10,09:30:00
855,2021-10-29 (Friday),Push  (Push) (52476),17,11:30:00
856,2021-10-29 (Friday),PRIME (57332),4,12:15:00
857,2021-10-29 (Friday),PRIME (57332),1,15:45:00
858,2021-10-29 (Friday),Power  (Power) (52741),14,16:30:00
859,2021-10-29 (Friday),Push  (Push) (52476),14,05:15:00
860,2021-10-29 (Friday),Push  (Push) (52476),10,17:15:00
861,2021-10-29 (Friday),Power  (Power) (52741),9,06:00:00
862,2021-10-29 (Friday),Push  (Push) (52476),18,06:45:00
863,2021-10-29 (Friday),Push  (Push) (52476),19,08:45:00
864,2021-10-29 (Friday),Power  (Power) (52741),18,09:30:00
865,2021-10-30 (Saturday),Perform (52617),7,06:45:00
866,2021-10-30 (Saturday),Push  (Push) (52476),19,08:00:00
867,2021-10-30 (Saturday),PRIME (57332),2,08:45:00
868,2021-10-30 (Saturday),Power  (Power) (52741),14,09:30:00
869,2021-11-01 (Monday),Power  (Power) (52741),14,11:30:00
870,2021-11-01 (Monday),PRIME (57332),5,12:15:00
871,2021-11-01 (Monday),Push  (Push) (52476),15,16:30:00
872,2021-11-01 (Monday),Push  (Push) (52476),13,05:15:00
873,2021-11-01 (Monday),Power  (Power) (52741),13,17:15:00
874,2021-11-01 (Monday),Power  (Power) (52741),7,06:00:00
875,2021-11-01 (Monday),Push  (Push) (52476),13,18:00:00
876,2021-11-01 (Monday),Push  (Push) (52476),12,06:45:00
877,2021-11-01 (Monday),Push  (Push) (52476),5,08:45:00
878,2021-11-01 (Monday),Power  (Power) (52741),9,09:30:00
879,2021-11-02 (Tuesday),Push  (Push) (52476),16,11:30:00
880,2021-11-02 (Tuesday),PRIME (57332),2,15:45:00
881,2021-11-02 (Tuesday),Power  (Power) (52741),19,16:30:00
882,2021-11-02 (Tuesday),Power  (Power) (52741),18,05:15:00
883,2021-11-02 (Tuesday),Push  (Push) (52476),15,17:15:00
884,2021-11-02 (Tuesday),Push  (Push) (52476),17,06:00:00
885,2021-11-02 (Tuesday),PRIME (57332),5,18:00:00
886,2021-11-02 (Tuesday),PRIME (57332),1,06:45:00
887,2021-11-02 (Tuesday),Power  (Power) (52741),14,08:45:00
888,2021-11-02 (Tuesday),Push  (Push) (52476),14,09:30:00
889,2021-11-03 (Wednesday),Power  (Power) (52741),12,11:30:00
890,2021-11-03 (Wednesday),PRIME (57332),4,12:15:00
891,2021-11-03 (Wednesday),Push  (Push) (52476),15,16:30:00
892,2021-11-03 (Wednesday),Push  (Push) (52476),19,05:15:00
893,2021-11-03 (Wednesday),Power  (Power) (52741),12,17:15:00
894,2021-11-03 (Wednesday),Power  (Power) (52741),16,06:00:00
895,2021-11-03 (Wednesday),Push  (Push) (52476),8,18:00:00
896,2021-11-03 (Wednesday),Push  (Push) (52476),11,06:45:00
897,2021-11-03 (Wednesday),Push  (Push) (52476),12,08:45:00
898,2021-11-03 (Wednesday),Power  (Power) (52741),7,09:30:00
899,2021-11-04 (Thursday),Push  (Push) (52476),16,11:30:00
900,2021-11-04 (Thursday),PRIME (57332),3,15:45:00
901,2021-11-04 (Thursday),Power  (Power) (52741),17,16:30:00
902,2021-11-04 (Thursday),Power  (Power) (52741),14,05:15:00
903,2021-11-04 (Thursday),Push  (Push) (52476),14,17:15:00
904,2021-11-04 (Thursday),Push  (Push) (52476),16,06:00:00
905,2021-11-04 (Thursday),PRIME (57332),2,18:00:00
906,2021-11-04 (Thursday),PRIME (57332),2,06:45:00
907,2021-11-04 (Thursday),Power  (Power) (52741),13,08:45:00
908,2021-11-04 (Thursday),Push  (Push) (52476),9,09:30:00
909,2021-11-05 (Friday),Push  (Push) (52476),18,11:30:00
910,2021-11-05 (Friday),PRIME (57332),4,12:15:00
911,2021-11-05 (Friday),Power  (Power) (52741),13,16:30:00
912,2021-11-05 (Friday),Push  (Push) (52476),20,05:15:00
913,2021-11-05 (Friday),Push  (Push) (52476),12,17:15:00
914,2021-11-05 (Friday),Power  (Power) (52741),12,06:00:00
915,2021-11-05 (Friday),Push  (Push) (52476),14,06:45:00
916,2021-11-05 (Friday),Push  (Push) (52476),15,08:45:00
917,2021-11-05 (Friday),Power  (Power) (52741),18,09:30:00
918,2021-11-08 (Monday),Power  (Power) (52741),12,11:30:00
919,2021-11-08 (Monday),PRIME (57332),4,12:15:00
920,2021-11-08 (Monday),Push  (Push) (52476),20,16:30:00
921,2021-11-08 (Monday),Push  (Push) (52476),12,05:15:00
922,2021-11-08 (Monday),Power  (Power) (52741),13,17:15:00
923,2021-11-08 (Monday),Power  (Power) (52741),10,06:00:00
924,2021-11-08 (Monday),Push  (Push) (52476),20,18:00:00
925,2021-11-08 (Monday),Push  (Push) (52476),14,06:45:00
926,2021-11-08 (Monday),Push  (Push) (52476),17,08:45:00
927,2021-11-08 (Monday),Power  (Power) (52741),5,09:30:00
928,2021-11-09 (Tuesday),Push  (Push) (52476),14,11:30:00
929,2021-11-09 (Tuesday),PRIME (57332),1,15:45:00
930,2021-11-09 (Tuesday),Power  (Power) (52741),15,16:30:00
931,2021-11-09 (Tuesday),Power  (Power) (52741),13,05:15:00
932,2021-11-09 (Tuesday),Push  (Push) (52476),19,17:15:00
933,2021-11-09 (Tuesday),Push  (Push) (52476),18,06:00:00
934,2021-11-09 (Tuesday),PRIME (57332),2,18:00:00
935,2021-11-09 (Tuesday),PRIME (57332),2,06:45:00
936,2021-11-09 (Tuesday),Power  (Power) (52741),12,08:45:00
937,2021-11-09 (Tuesday),Push  (Push) (52476),17,09:30:00
938,2021-11-10 (Wednesday),Power  (Power) (52741),12,11:30:00
939,2021-11-10 (Wednesday),PRIME (57332),5,12:15:00
940,2021-11-10 (Wednesday),Push  (Push) (52476),15,16:30:00
941,2021-11-10 (Wednesday),Push  (Push) (52476),19,05:15:00
942,2021-11-10 (Wednesday),Power  (Power) (52741),12,17:15:00
943,2021-11-10 (Wednesday),Power  (Power) (52741),11,06:00:00
944,2021-11-10 (Wednesday),Push  (Push) (52476),13,18:00:00
945,2021-11-10 (Wednesday),Push  (Push) (52476),16,06:45:00
946,2021-11-10 (Wednesday),Push  (Push) (52476),16,08:45:00
947,2021-11-10 (Wednesday),Power  (Power) (52741),10,09:30:00
948,2021-11-11 (Thursday),Push  (Push) (52476),13,11:30:00
949,2021-11-11 (Thursday),PRIME (57332),3,15:45:00
950,2021-11-11 (Thursday),Power  (Power) (52741),11,16:30:00
951,2021-11-11 (Thursday),Power  (Power) (52741),17,05:15:00
952,2021-11-11 (Thursday),Push  (Push) (52476),19,17:15:00
953,2021-11-11 (Thursday),Push  (Push) (52476),14,06:00:00
954,2021-11-11 (Thursday),PRIME (57332),2,18:00:00
955,2021-11-11 (Thursday),PRIME (57332),1,06:45:00
956,2021-11-11 (Thursday),Power  (Power) (52741),8,08:45:00
957,2021-11-11 (Thursday),Push  (Push) (52476),16,09:30:00
958,2021-11-12 (Friday),Push  (Push) (52476),15,11:30:00
959,2021-11-12 (Friday),PRIME (57332),4,12:15:00
960,2021-11-12 (Friday),Power  (Power) (52741),13,16:30:00
961,2021-11-12 (Friday),Push  (Push) (52476),12,05:15:00
962,2021-11-12 (Friday),Push  (Push) (52476),13,17:15:00
963,2021-11-12 (Friday),Power  (Power) (52741),13,06:00:00
964,2021-11-12 (Friday),Push  (Push) (52476),12,06:45:00
965,2021-11-12 (Friday),Push  (Push) (52476),17,08:45:00
966,2021-11-12 (Friday),Power  (Power) (52741),18,09:30:00
967,2021-11-13 (Saturday),Perform (52617),3,06:45:00
968,2021-11-13 (Saturday),Push  (Push) (52476),14,08:00:00
969,2021-11-13 (Saturday),PRIME (57332),2,08:45:00
970,2021-11-13 (Saturday),Power  (Power) (52741),15,09:30:00
971,2021-11-15 (Monday),Power  (Power) (52741),18,11:30:00
972,2021-11-15 (Monday),PRIME (57332),5,12:15:00
973,2021-11-15 (Monday),Push  (Push) (52476),15,16:30:00
974,2021-11-15 (Monday),Push  (Push) (52476),10,05:15:00
975,2021-11-15 (Monday),Power  (Power) (52741),12,17:15:00
976,2021-11-15 (Monday),Power  (Power) (52741),12,06:00:00
977,2021-11-15 (Monday),Push  (Push) (52476),14,18:00:00
978,2021-11-15 (Monday),Push  (Push) (52476),11,06:45:00
979,2021-11-15 (Monday),Push  (Push) (52476),12,08:45:00
980,2021-11-15 (Monday),Power  (Power) (52741),7,09:30:00
981,2021-11-16 (Tuesday),Push  (Push) (52476),16,11:30:00
982,2021-11-16 (Tuesday),PRIME (57332),2,15:45:00
983,2021-11-16 (Tuesday),Power  (Power) (52741),16,16:30:00
984,2021-11-16 (Tuesday),Power  (Power) (52741),15,05:15:00
985,2021-11-16 (Tuesday),Push  (Push) (52476),19,17:15:00
986,2021-11-16 (Tuesday),Push  (Push) (52476),17,06:00:00
987,2021-11-16 (Tuesday),PRIME (57332),2,18:00:00
988,2021-11-16 (Tuesday),PRIME (57332),1,06:45:00
989,2021-11-16 (Tuesday),Power  (Power) (52741),17,08:45:00
990,2021-11-16 (Tuesday),Push  (Push) (52476),19,09:30:00
991,2021-11-17 (Wednesday),Power  (Power) (52741),15,11:30:00
992,2021-11-17 (Wednesday),PRIME (57332),6,12:15:00
993,2021-11-17 (Wednesday),Push  (Push) (52476),12,16:30:00
994,2021-11-17 (Wednesday),Push  (Push) (52476),14,05:15:00
995,2021-11-17 (Wednesday),Power  (Power) (52741),9,17:15:00
996,2021-11-17 (Wednesday),Power  (Power) (52741),14,06:00:00
997,2021-11-17 (Wednesday),Push  (Push) (52476),12,18:00:00
998,2021-11-17 (Wednesday),Push  (Push) (52476),14,06:45:00
999,2021-11-17 (Wednesday),Push  (Push) (52476),13,08:45:00
1000,2021-11-17 (Wednesday),Power  (Power) (52741),11,09:30:00
1001,2021-11-18 (Thursday),Push  (Push) (52476),17,11:30:00
1002,2021-11-18 (Thursday),PRIME (57332),4,15:45:00
1003,2021-11-18 (Thursday),Power  (Power) (52741),11,16:30:00
1004,2021-11-18 (Thursday),Power  (Power) (52741),14,05:15:00
1005,2021-11-18 (Thursday),Push  (Push) (52476),14,17:15:00
1006,2021-11-18 (Thursday),Push  (Push) (52476),13,06:00:00
1007,2021-11-18 (Thursday),PRIME (57332),3,18:00:00
1008,2021-11-18 (Thursday),PRIME (57332),1,06:45:00
1009,2021-11-18 (Thursday),Power  (Power) (52741),17,08:45:00
1010,2021-11-18 (Thursday),Push  (Push) (52476),10,09:30:00
1011,2021-11-19 (Friday),Push  (Push) (52476),17,11:30:00
1012,2021-11-19 (Friday),PRIME (57332),4,12:15:00
1013,2021-11-19 (Friday),Power  (Power) (52741),16,16:30:00
1014,2021-11-19 (Friday),Push  (Push) (52476),14,05:15:00
1015,2021-11-19 (Friday),Push  (Push) (52476),16,17:15:00
1016,2021-11-19 (Friday),Power  (Power) (52741),13,06:00:00
1017,2021-11-19 (Friday),Push  (Push) (52476),10,06:45:00
1018,2021-11-19 (Friday),Push  (Push) (52476),13,08:45:00
1019,2021-11-19 (Friday),Power  (Power) (52741),18,09:30:00
1020,2021-11-20 (Saturday),Push  (Push) (52476),19,08:00:00
1021,2021-11-20 (Saturday),PRIME (57332),2,08:45:00
1022,2021-11-20 (Saturday),Power  (Power) (52741),13,09:30:00
1023,2021-11-22 (Monday),Power  (Power) (52741),10,11:30:00
1024,2021-11-22 (Monday),PRIME (57332),6,12:15:00
1025,2021-11-22 (Monday),Push  (Push) (52476),18,16:30:00
1026,2021-11-22 (Monday),Push  (Push) (52476),13,05:15:00
1027,2021-11-22 (Monday),Power  (Power) (52741),19,17:15:00
1028,2021-11-22 (Monday),Power  (Power) (52741),13,06:00:00
1029,2021-11-22 (Monday),Push  (Push) (52476),13,18:00:00
1030,2021-11-22 (Monday),Push  (Push) (52476),14,06:45:00
1031,2021-11-22 (Monday),Push  (Push) (52476),13,08:45:00
1032,2021-11-22 (Monday),Power  (Power) (52741),8,09:30:00
1033,2021-11-23 (Tuesday),Push  (Push) (52476),8,11:30:00
1034,2021-11-23 (Tuesday),PRIME (57332),3,15:45:00
1035,2021-11-23 (Tuesday),Power  (Power) (52741),9,16:30:00
1036,2021-11-23 (Tuesday),Power  (Power) (52741),13,05:15:00
1037,2021-11-23 (Tuesday),Push  (Push) (52476),15,17:15:00
1038,2021-11-23 (Tuesday),Push  (Push) (52476),15,06:00:00
1039,2021-11-23 (Tuesday),PRIME (57332),1,18:00:00
1040,2021-11-23 (Tuesday),PRIME (57332),2,06:45:00
1041,2021-11-23 (Tuesday),Power  (Power) (52741),13,08:45:00
1042,2021-11-23 (Tuesday),Push  (Push) (52476),15,09:30:00
1043,2021-11-24 (Wednesday),Power  (Power) (52741),13,11:30:00
1044,2021-11-24 (Wednesday),PRIME (57332),4,12:15:00
1045,2021-11-24 (Wednesday),Push  (Push) (52476),18,16:30:00
1046,2021-11-24 (Wednesday),Push  (Push) (52476),8,05:15:00
1047,2021-11-24 (Wednesday),Power  (Power) (52741),10,17:15:00
1048,2021-11-24 (Wednesday),Power  (Power) (52741),9,06:00:00
1049,2021-11-24 (Wednesday),Push  (Push) (52476),14,06:45:00
1050,2021-11-24 (Wednesday),Push  (Push) (52476),14,08:45:00
1051,2021-11-24 (Wednesday),Power  (Power) (52741),12,09:30:00
1052,2021-11-25 (Thursday),Push  (Push) (52476),19,07:30:00
1053,2021-11-25 (Thursday),Power  (Power) (52741),13,08:15:00
1054,2021-11-29 (Monday),Power  (Power) (52741),12,11:30:00
1055,2021-11-29 (Monday),PRIME (57332),4,12:15:00
1056,2021-11-29 (Monday),Push  (Push) (52476),18,16:30:00
1057,2021-11-29 (Monday),Push  (Push) (52476),14,05:15:00
1058,2021-11-29 (Monday),Power  (Power) (52741),17,17:15:00
1059,2021-11-29 (Monday),Power  (Power) (52741),14,06:00:00
1060,2021-11-29 (Monday),Push  (Push) (52476),20,18:00:00
1061,2021-11-29 (Monday),Push  (Push) (52476),16,06:45:00
1062,2021-11-29 (Monday),Push  (Push) (52476),14,08:45:00
1063,2021-11-29 (Monday),Power  (Power) (52741),11,09:30:00
1064,2021-11-30 (Tuesday),Push  (Push) (52476),17,11:30:00
1065,2021-11-30 (Tuesday),PRIME (57332),4,15:45:00
1066,2021-11-30 (Tuesday),Power  (Power) (52741),20,16:30:00
1067,2021-11-30 (Tuesday),Power  (Power) (52741),17,05:15:00
1068,2021-11-30 (Tuesday),Push  (Push) (52476),18,17:15:00
1069,2021-11-30 (Tuesday),Push  (Push) (52476),18,06:00:00
1070,2021-11-30 (Tuesday),PRIME (57332),2,18:00:00
1071,2021-11-30 (Tuesday),PRIME (57332),2,06:45:00
1072,2021-11-30 (Tuesday),Power  (Power) (52741),10,08:45:00
1073,2021-11-30 (Tuesday),Push  (Push) (52476),19,09:30:00
1074,2021-12-01 (Wednesday),Power  (Power) (52741),8,11:30:00
1075,2021-12-01 (Wednesday),PRIME (57332),5,12:15:00
1076,2021-12-01 (Wednesday),Push  (Push) (52476),13,16:30:00
1077,2021-12-01 (Wednesday),Push  (Push) (52476),18,05:15:00
1078,2021-12-01 (Wednesday),Power  (Power) (52741),11,17:15:00
1079,2021-12-01 (Wednesday),Power  (Power) (52741),16,06:00:00
1080,2021-12-01 (Wednesday),Push  (Push) (52476),12,18:00:00
1081,2021-12-01 (Wednesday),Push  (Push) (52476),17,06:45:00
1082,2021-12-01 (Wednesday),Push  (Push) (52476),16,08:45:00
1083,2021-12-01 (Wednesday),Power  (Power) (52741),13,09:30:00
1084,2021-12-02 (Thursday),Push  (Push) (52476),13,11:30:00
1085,2021-12-02 (Thursday),PRIME (57332),4,15:45:00
1086,2021-12-02 (Thursday),Power  (Power) (52741),18,16:30:00
1087,2021-12-02 (Thursday),Power  (Power) (52741),19,05:15:00
1088,2021-12-02 (Thursday),Push  (Push) (52476),16,17:15:00
1089,2021-12-02 (Thursday),Push  (Push) (52476),18,06:00:00
1090,2021-12-02 (Thursday),PRIME (57332),2,18:00:00
1091,2021-12-02 (Thursday),PRIME (57332),4,06:45:00
1092,2021-12-02 (Thursday),Power  (Power) (52741),15,08:45:00
1093,2021-12-02 (Thursday),Push  (Push) (52476),17,09:30:00
1094,2021-12-03 (Friday),Push  (Push) (52476),16,11:30:00
1095,2021-12-03 (Friday),PRIME (57332),1,12:15:00
1096,2021-12-03 (Friday),Power  (Power) (52741),17,16:30:00
1097,2021-12-03 (Friday),Push  (Push) (52476),17,05:15:00
1098,2021-12-03 (Friday),Push  (Push) (52476),6,17:15:00
1099,2021-12-03 (Friday),Power  (Power) (52741),8,06:00:00
1100,2021-12-03 (Friday),Push  (Push) (52476),15,06:45:00
1101,2021-12-03 (Friday),Push  (Push) (52476),19,08:45:00
1102,2021-12-03 (Friday),Power  (Power) (52741),17,09:30:00
1103,2021-12-04 (Saturday),Push  (Push) (52476),18,08:00:00
1104,2021-12-04 (Saturday),PRIME (57332),1,08:45:00
1105,2021-12-04 (Saturday),Power  (Power) (52741),19,09:30:00
1106,2021-12-06 (Monday),Power  (Power) (52741),12,11:30:00
1107,2021-12-06 (Monday),PRIME (57332),4,12:15:00
1108,2021-12-06 (Monday),Push  (Push) (52476),16,16:30:00
1109,2021-12-06 (Monday),Push  (Push) (52476),17,05:15:00
1110,2021-12-06 (Monday),Power  (Power) (52741),18,17:15:00
1111,2021-12-06 (Monday),Power  (Power) (52741),7,06:00:00
1112,2021-12-06 (Monday),Push  (Push) (52476),15,18:00:00
1113,2021-12-06 (Monday),Push  (Push) (52476),12,06:45:00
1114,2021-12-06 (Monday),Push  (Push) (52476),9,08:45:00
1115,2021-12-06 (Monday),Power  (Power) (52741),10,09:30:00
1116,2021-12-07 (Tuesday),Push  (Push) (52476),12,11:30:00
1117,2021-12-07 (Tuesday),PRIME (57332),2,15:45:00
1118,2021-12-07 (Tuesday),Power  (Power) (52741),13,16:30:00
1119,2021-12-07 (Tuesday),Power  (Power) (52741),18,05:15:00
1120,2021-12-07 (Tuesday),Push  (Push) (52476),14,17:15:00
1121,2021-12-07 (Tuesday),Push  (Push) (52476),17,06:00:00
1122,2021-12-07 (Tuesday),PRIME (57332),2,18:00:00
1123,2021-12-07 (Tuesday),PRIME (57332),1,06:45:00
1124,2021-12-07 (Tuesday),Power  (Power) (52741),14,08:45:00
1125,2021-12-07 (Tuesday),Push  (Push) (52476),15,09:30:00
1126,2021-12-08 (Wednesday),Power  (Power) (52741),14,11:30:00
1127,2021-12-08 (Wednesday),PRIME (57332),1,12:15:00
1128,2021-12-08 (Wednesday),Push  (Push) (52476),12,16:30:00
1129,2021-12-08 (Wednesday),Push  (Push) (52476),13,05:15:00
1130,2021-12-08 (Wednesday),Power  (Power) (52741),13,17:15:00
1131,2021-12-08 (Wednesday),Power  (Power) (52741),14,06:00:00
1132,2021-12-08 (Wednesday),Push  (Push) (52476),11,18:00:00
1133,2021-12-08 (Wednesday),Push  (Push) (52476),17,06:45:00
1134,2021-12-08 (Wednesday),Push  (Push) (52476),18,08:45:00
1135,2021-12-08 (Wednesday),Power  (Power) (52741),15,09:30:00
1136,2021-12-09 (Thursday),Push  (Push) (52476),12,11:30:00
1137,2021-12-09 (Thursday),Power  (Power) (52741),17,16:30:00
1138,2021-12-09 (Thursday),Power  (Power) (52741),14,05:15:00
1139,2021-12-09 (Thursday),Push  (Push) (52476),18,17:15:00
1140,2021-12-09 (Thursday),Push  (Push) (52476),14,06:00:00
1141,2021-12-09 (Thursday),PRIME (57332),1,06:45:00
1142,2021-12-09 (Thursday),Power  (Power) (52741),13,08:45:00
1143,2021-12-09 (Thursday),Push  (Push) (52476),18,09:30:00
1144,2021-12-10 (Friday),Push  (Push) (52476),14,11:30:00
1145,2021-12-10 (Friday),PRIME (57332),4,12:15:00
1146,2021-12-10 (Friday),PRIME (57332),2,15:45:00
1147,2021-12-10 (Friday),Power  (Power) (52741),8,16:30:00
1148,2021-12-10 (Friday),Push  (Push) (52476),15,05:15:00
1149,2021-12-10 (Friday),Push  (Push) (52476),13,17:15:00
1150,2021-12-10 (Friday),Power  (Power) (52741),16,06:00:00
1151,2021-12-10 (Friday),Push  (Push) (52476),9,06:45:00
1152,2021-12-10 (Friday),Push  (Push) (52476),20,08:45:00
1153,2021-12-10 (Friday),Power  (Power) (52741),14,09:30:00
1154,2021-12-11 (Saturday),Perform (52617),8,06:45:00
1155,2021-12-11 (Saturday),Push  (Push) (52476),6,08:00:00
1156,2021-12-11 (Saturday),Power  (Power) (52741),14,09:30:00
1157,2021-12-13 (Monday),Power  (Power) (52741),9,11:30:00
1158,2021-12-13 (Monday),PRIME (57332),3,12:15:00
1159,2021-12-13 (Monday),Push  (Push) (52476),20,16:30:00
1160,2021-12-13 (Monday),Push  (Push) (52476),14,05:15:00
1161,2021-12-13 (Monday),Power  (Power) (52741),13,17:15:00
1162,2021-12-13 (Monday),Power  (Power) (52741),18,06:00:00
1163,2021-12-13 (Monday),Push  (Push) (52476),13,18:00:00
1164,2021-12-13 (Monday),Push  (Push) (52476),14,06:45:00
1165,2021-12-13 (Monday),Push  (Push) (52476),16,08:45:00
1166,2021-12-13 (Monday),Power  (Power) (52741),12,09:30:00
1167,2021-12-14 (Tuesday),Push  (Push) (52476),13,11:30:00
1168,2021-12-14 (Tuesday),PRIME (57332),3,15:45:00
1169,2021-12-14 (Tuesday),Power  (Power) (52741),11,16:30:00
1170,2021-12-14 (Tuesday),Power  (Power) (52741),17,05:15:00
1171,2021-12-14 (Tuesday),Push  (Push) (52476),13,17:15:00
1172,2021-12-14 (Tuesday),Push  (Push) (52476),17,06:00:00
1173,2021-12-14 (Tuesday),PRIME (57332),2,06:45:00
1174,2021-12-14 (Tuesday),Power  (Power) (52741),13,08:45:00
1175,2021-12-14 (Tuesday),Push  (Push) (52476),17,09:30:00
1176,2021-12-15 (Wednesday),Power  (Power) (52741),8,11:30:00
1177,2021-12-15 (Wednesday),PRIME (57332),3,12:15:00
1178,2021-12-15 (Wednesday),Push  (Push) (52476),15,16:30:00
1179,2021-12-15 (Wednesday),Push  (Push) (52476),18,05:15:00
1180,2021-12-15 (Wednesday),Power  (Power) (52741),8,17:15:00
1181,2021-12-15 (Wednesday),Power  (Power) (52741),14,06:00:00
1182,2021-12-15 (Wednesday),Push  (Push) (52476),10,18:00:00
1183,2021-12-15 (Wednesday),Push  (Push) (52476),11,08:45:00
